Loja,Categoria,Sub Categoria,Distância,Nota,Contagem de Votos,Ifood Delivery,Novo,Super Restaurante,Rastreamento,Pedido Mínimo,CNPJ,Cidade,Telefone,CEP,Bairro,Rua,Número,Latitude,Longitude,Segunda-feira,Terça-feira,Quarta-feira,Quinta-feira,Sexta-feira,Sábado,Domingo
Frango Assado Da Lú,RESTAURANT,Frangos,6.08,3.5,4,true,true,false,true,20, 27.639.735/0001-16,VOLTA REDONDA,Sem Número,27250200,ÁGua Limpa,Rua Rio Piabanha,212,-22.506677,-44.066032,10:00:00 - 16:00:00,,,,10:00:00 - 16:00:00,10:00:00 - 16:00:00,10:00:00 - 16:00:00
Toca Do Açaí,RESTAURANT,Açaí,2.52,0,0,true,true,false,true,10, 44.179.392/0001-73,VOLTA REDONDA,Sem Número,27262100,Conforto,Rua Nove,9,-22.518746,-44.11193,13:30:00 - 20:00:00,13:30:00 - 20:00:00,13:30:00 - 20:00:00,13:30:00 - 20:00:00,13:30:00 - 19:00:00,13:30:00 - 20:00:00,13:00:00 - 17:30:00
Primos Lanchonete E Pizzaria,RESTAURANT,Lanches,1.64,3.5,8,false,true,false,false,7, 38.200.290/0001-90,VOLTA REDONDA,999305930,27276490,Açude,Rua Pedro Elias De Moura,46,-22.504531,-44.139468,18:30:00 - 23:59:00,18:00:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,
Predileto Açai,RESTAURANT,Açaí,3.36,0,0,false,true,false,false,10, 14.782.278/0001-72,VOLTA REDONDA,33364312,27285220,São João Batista,Rua Padre Diogo Feijó,75,-22.490334,-44.093421,14:00:00 - 18:00:00,14:00:00 - 18:00:00,,,,,00:00:00 - 00:15:00
Cozinha Brasil,RESTAURANT,Comida Brasileira,4.29,5,1,false,true,false,false,18, 42.598.238/0001-00,VOLTA REDONDA,30279341,27253550,São Geraldo,Rua General Andrade Neves,175,-22.515479,-44.086758,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 15:00:00,
Letícia Teixeira,RESTAURANT,Lanches,1.46,0,1,false,true,false,false,10, 45.165.729/0001-56,VOLTA REDONDA,993271375,27279740,Vale Verde,Rua Paraíso Das Garças,34,-22.488197,-44.116821,08:00:00 - 23:00:00,08:00:00 - 22:30:00,08:00:00 - 22:00:00,08:00:00 - 22:00:00,08:00:00 - 22:00:00,07:00:00 - 23:00:00,08:00:00 - 22:00:00
Like Delivery,RESTAURANT,Lanches,1.27,5,5,true,true,false,true,20, 45.169.777/0001-12,VOLTA REDONDA,40032665,27274030,Belmonte,Avenida Pernambuco,301,-22.510014,-44.128856,,,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00
Baguete,RESTAURANT,Mercado,3.44,5,2,true,true,false,true,20, 42.580.089/0001-52,VOLTA REDONDA,40032665,27285412,Voldac,Avenida Nossa Senhora Do Amparo,1210,-22.489282,-44.092893,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 13:00:00,
Império Do Açaí,RESTAURANT,Açaí,6.44,5,2,true,true,false,true,10, 45.189.498/0001-10,VOLTA REDONDA,40032665,27250250,ÁGua Limpa,Travessa Visconde Do Rio Branco,46,-22.504974,-44.062354,,01:30:00 - 23:00:00,13:30:00 - 22:00:00,13:00:00 - 22:00:00,11:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00
Get High,RESTAURANT,Conveniência,2.53,0,0,true,true,false,true,10, 43.041.209/0001-06,VOLTA REDONDA,40032665,27263520,Conforto,Rua Duzentos E Treze,16,-22.521368,-44.118367,14:00:00 - 23:59:00,14:00:00 - 23:59:00,14:00:00 - 23:59:00,14:00:00 - 23:59:00,14:00:00 - 23:59:00,14:00:00 - 23:59:00,14:00:00 - 23:59:00
Boteco São Geraldo,RESTAURANT,Comida Brasileira,4.54,2,1,true,true,false,true,20, 39.875.633/0001-89,VOLTA REDONDA,40032665,27253540,São Geraldo,Rua Dourados,50,-22.518127,-44.085428,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,
Top Frut Hortifruti,RESTAURANT,Comida Saudável,0.51,4,4,true,true,false,true,10, 01.977.672/0001-14,VOLTA REDONDA,40032665,27277330,Retiro,Avenida Antônio De Almeida,1858,-22.500463,-44.129395,08:00:00 - 19:00:00,08:00:00 - 19:00:00,08:00:00 - 19:00:00,08:00:00 - 19:00:00,08:00:00 - 19:00:00,08:00:00 - 14:00:00,08:00:00 - 12:00:00
Delícias Da Ma,RESTAURANT,Doces & Bolos,4.14,0,0,true,true,false,true,10, 45.215.074/0001-83,VOLTA REDONDA,40032665,27256010,Sessenta,Rua Sessenta E Dois,721,-22.524868,-44.095272,,,14:30:00 - 19:45:00,14:30:00 - 19:45:00,11:00:00 - 20:00:00,11:00:00 - 20:00:00,11:00:00 - 20:00:00
Kinem Mineiro,RESTAURANT,Mineira,6.93,0,0,false,true,false,false,20, 41.158.938/0001-11,BARRA MANSA,998488368,27331080,Boa Sorte,Rua Vereador Josué Dias Bragança,312,-22.554715,-44.155848,10:00:00 - 18:00:00,10:00:00 - 18:00:00,10:00:00 - 18:00:00,10:00:00 - 18:00:00,10:00:00 - 18:00:00,10:00:00 - 18:00:00,10:00:00 - 18:00:00
Sayuri Confeitaria,RESTAURANT,Doces & Bolos,4.98,0,0,true,true,false,true,10, 33.873.277/0001-88,BARRA MANSA,998288168,27332090,Vila Elmira,Rua Maria Do Carmo Soares Marques,42,-22.542552,-44.137819,13:00:00 - 17:00:00,18:00:00 - 23:00:00,13:00:00 - 23:00:00,13:00:00 - 17:00:00,13:00:00 - 17:00:00,13:00:00 - 17:00:00,13:00:00 - 17:00:00
Delícias De Casa,RESTAURANT,Salgados,3.16,0,0,false,true,false,false,10, 45.298.669/0001-40,VOLTA REDONDA,998688620,27255430,Vila Santa Cecília,Avenida Lions Club,479,-22.518825,-44.10223,11:00:00 - 20:30:00,11:00:00 - 22:30:00,11:00:00 - 22:30:00,11:00:00 - 22:30:00,11:00:00 - 22:30:00,11:00:00 - 22:30:00,
Açai Di Casa,RESTAURANT,Açaí,1.32,0,0,true,true,false,true,10, 43.912.645/0001-03,VOLTA REDONDA,998579727,27275090,Retiro,Rua Doutor Gomes Filho,67,-22.499488,-44.11175,12:00:00 - 15:00:00,12:00:00 - 15:00:00,12:00:00 - 15:00:00,12:00:00 - 15:00:00,11:00:00 - 15:00:00,12:00:00 - 15:00:00,12:00:00 - 15:00:00
Garagem Da Pizza Frita,RESTAURANT,Pizza,0.31,0,0,true,true,false,true,10, 45.318.648/0001-49,VOLTA REDONDA,40032665,27274510,Retiro,Avenida Tadeu,21,-22.497139,-44.12263,,,19:30:00 - 23:00:00,19:30:00 - 23:00:00,19:30:00 - 23:00:00,19:30:00 - 23:00:00,
Mr. Diet Alimentação Saudável,RESTAURANT,Comida Saudável,4.18,5,2,true,true,false,true,10, 31.737.632/0001-66,VOLTA REDONDA,981426049,27253150,Monte Castelo,Rua São Roque,60,-22.519162,-44.09008,16:30:00 - 21:00:00,16:30:00 - 21:00:00,16:30:00 - 21:00:00,16:30:00 - 21:00:00,16:30:00 - 21:00:00,,
Rustic Burguer,RESTAURANT,Lanches,5.79,2.3,6,false,true,false,false,15, 45.028.525/0001-73,VOLTA REDONDA,998832685,27250000,ÁGua Limpa,Rua Cravinas,375,-22.507143,-44.069007,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,18:00:00 - 23:45:00,11:00:00 - 17:45:00,13:00:00 - 17:30:00,17:45:00 - 18:00:00
Divino Aroma Chocolates De Gramado,RESTAURANT,Doces & Bolos,3.06,5,2,true,true,false,true,10, 26.257.401/0001-15,VOLTA REDONDA,40032665,27260010,Vila Santa Cecília,Rua Trinta E Três,65,-22.51909,-44.10385,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 22:30:00,09:00:00 - 22:30:00,09:00:00 - 22:30:00,09:00:00 - 21:00:00
Yellow Tortas,RESTAURANT,Doces & Bolos,4.27,0,0,false,true,false,false,0, 41.578.864/0001-72,VOLTA REDONDA,998548215,27283180,Aero Clube,Rua Rúbens De Melo E Sousa,20,-22.502773,-44.083228,,,14:00:00 - 19:00:00,14:00:00 - 19:00:00,14:00:00 - 19:00:00,13:00:00 - 18:00:00,12:00:00 - 16:00:00
Nugas Pereira Food,RESTAURANT,Marmita,0.67,5,2,true,true,false,true,10, 45.481.067/0001-23,VOLTA REDONDA,40032665,27275570,Retiro,Avenida Jaraguá,420,-22.505169,-44.123198,,09:00:00 - 23:59:00,,,,,09:45:00 - 16:00:00
Lanchonete Casa Da Porção,RESTAURANT,Lanches,1.83,3,3,false,true,false,false,20, 45.465.351/0001-06,VOLTA REDONDA,999272167,27273200,Belmonte,Avenida Dos Mineiros,136,-22.514947,-44.130068,,,,18:00:00 - 23:00:00,12:30:00 - 17:30:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Mrs Jô Guloseimas,RESTAURANT,Doces & Bolos,3.14,5,2,true,true,false,true,10, 45.522.771/0001-87,VOLTA REDONDA,40032665,27215040,Nossa Senhora Das Graças,Rua General Nilton Fontoura,355,-22.506375,-44.095066,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 21:00:00,09:00:00 - 17:30:00,09:00:00 - 21:00:00,
Uai Pudim Vr,RESTAURANT,Doces & Bolos,2.56,0,0,true,true,false,true,10, 45.170.425/0001-87,VOLTA REDONDA,40032665,27263510,Conforto,Rua Duzentos E Quinze,20,-22.521768,-44.119032,10:00:00 - 20:00:00,10:00:00 - 20:00:00,,,,10:00:00 - 22:00:00,09:00:00 - 22:00:00
Mané - Volta Redonda,RESTAURANT,Comida Brasileira,5.43,0,0,true,true,false,true,20, 43.983.031/0001-12,VOLTA REDONDA,Sem Número,27253003,São Geraldo,Rodovia Dos Metalúrgicos,1189,-22.522406,-44.078054,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00
Açougue Di Porco,RESTAURANT,Carnes,0.72,5,5,true,true,false,true,10, 44.619.593/0001-44,VOLTA REDONDA,993262929,27275040,Retiro,Avenida Antônio De Almeida,632,-22.500057,-44.117621,08:00:00 - 20:00:00,08:00:00 - 20:00:00,08:00:00 - 20:00:00,08:00:00 - 20:00:00,08:00:00 - 20:00:00,08:00:00 - 20:00:00,08:00:00 - 13:00:00
Elementar Levain,RESTAURANT,Pizza,4.8,0,0,true,true,false,true,20, 37.315.079/0001-50,VOLTA REDONDA,40032665,27283122,Aero Clube,Rua Dois,175,-22.504363,-44.078222,,,,19:00:00 - 23:00:00,19:00:00 - 23:00:00,,
Divina Terra Volta Redonda,RESTAURANT,Comida Saudável,3.17,4,3,true,true,false,true,10, 35.959.628/0001-01,VOLTA REDONDA,40032665,27260500,Vila Santa Cecilia,Rua Professora Clélia,32,-22.520522,-44.104031,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 13:00:00,
Cariocou Lanches,RESTAURANT,Lanches,1.43,5,4,false,true,false,false,15, 35.971.836/0001-18,VOLTA REDONDA,998116603,27277225,Retiro,Estrada União,575,-22.487913,-44.131185,18:30:00 - 23:00:00,,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00
Wlanessa Ranauro Bolos E Doces,RESTAURANT,Doces & Bolos,4.7,5,1,true,true,false,true,10, 34.311.983/0001-07,VOLTA REDONDA,40032665,27251400,Jardim Amália,Rua Senador Alfredo Ellis,12,-22.511496,-44.080811,,,,,,,
Point Acai Sorvete,RESTAURANT,Açaí,0.22,0,0,true,true,false,true,10, 24.176.097/0001-56,VOLTA REDONDA,40032665,27277120,Retiro,Rua Hermelindo Pereira Vaz,84,-22.501257,-44.124876,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,13:00:00 - 22:00:00,
Mesclata Tortas E Café,RESTAURANT,Doces & Bolos,6.63,0,0,true,true,false,true,10, 45.613.237/0001-86,VOLTA REDONDA,Sem Número,27258170,Jardim Belvedere,Rua Bouganville,20,-22.53438,-44.072406,,13:00:00 - 17:15:00,13:00:00 - 17:15:00,13:00:00 - 17:15:00,13:00:00 - 19:00:00,11:00:00 - 20:00:00,
Casa Da Carne 3 Poços,RESTAURANT,Carnes,8.76,0,0,true,true,false,true,20, 43.365.932/0001-40,VOLTA REDONDA,Sem Número,27240560,Três Poços,Avenida Paulo Erlei Alves Abrantes,655,-22.497031,-44.039493,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00
Crepe Supremo !,RESTAURANT,Lanches,6.75,2.5,4,true,true,false,true,10, 45.678.936/0001-04,BARRA MANSA,40032665,27321240,Jardim Central,Rua A,546,-22.526858,-44.183119,11:30:00 - 23:45:00,11:30:00 - 23:00:00,11:30:00 - 23:00:00,11:30:00 - 23:00:00,11:30:00 - 23:00:00,11:00:00 - 22:30:00,19:00:00 - 23:00:00
Restaurante Supremo Sabor,RESTAURANT,Comida Brasileira,5.13,4.7,3,false,true,false,false,17, 43.964.454/0001-95,VOLTA REDONDA,998125119,27212090,Vila Americana,Rua Cuba,190,-22.499181,-44.074691,10:30:00 - 14:00:00,10:30:00 - 14:00:00,10:30:00 - 14:00:00,10:30:00 - 14:00:00,10:30:00 - 14:00:00,10:30:00 - 14:00:00,
Mamma Pasta,RESTAURANT,Lanches,2.54,5,2,false,true,false,false,25, 45.626.954/0001-42,VOLTA REDONDA,999303702,27281020,Limoeiro,"Av Alberto Nunes, 835",0,-22.499082,-44.099915,,,,,17:30:00 - 19:00:00,,
Chopps Bar Choperia E Restaurante,RESTAURANT,Comida Brasileira,1.68,4,4,false,true,false,false,15, 45.129.207/0001-07,VOLTA REDONDA,999833171,27281370,Retiro,Rua Sagres,46,-22.498807,-44.108259,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,
Delícias Do Retiro,RESTAURANT,Comida Brasileira,1.83,5,3,false,true,false,false,15, 45.457.456/0001-13,VOLTA REDONDA,998243725,27281470,Vila Mury,Avenida Pará,498,-22.498681,-44.106855,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,
Karadogol Steakhouse,RESTAURANT,Carnes,5.72,3,2,false,true,false,false,30, 31.045.328/0001-58,VOLTA REDONDA,999197657,27210330,Santo Agostinho,Avenida Alfredo Moreira,434,-22.489197,-44.070063,,17:00:00 - 23:59:00,17:00:00 - 23:59:00,17:00:00 - 23:59:00,17:00:00 - 23:59:00,13:00:00 - 19:00:00,12:00:00 - 22:00:00
Na Chapa Lanches,RESTAURANT,Lanches,1.43,3,2,false,true,false,false,10, 30.968.260/0001-16,VOLTA REDONDA,999126331,27279071,Belo Horizonte,Avenida Waldir Sobreira Pires,1328,-22.49294,-44.112417,,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00
Fábrica Di Chocolate - Sider,RESTAURANT,Comida Brasileira,4.66,0,0,false,true,false,false,10, 45.120.281/0001-54,VOLTA REDONDA,999586617,27260315,Vila Santa Cecília,Rua Brás Magaldi Fernandes,300,-22.463922,-44.100023,14:00:00 - 20:45:00,14:00:00 - 20:45:00,14:00:00 - 20:45:00,14:00:00 - 20:45:00,14:00:00 - 20:45:00,,14:00:00 - 19:45:00
Granja Açaí,RESTAURANT,Açaí,4.02,5,3,true,true,false,true,10,Sem Registro,BARRA MANSA,998741005,27335100,Morada Da Granja,Rua José Carlos Vieira Ferraz Netto,280,-22.535269,-44.119364,14:00:00 - 20:00:00,14:00:00 - 19:00:00,14:00:00 - 20:00:00,14:00:00 - 20:00:00,14:00:00 - 20:00:00,14:00:00 - 20:00:00,14:00:00 - 18:00:00
Delícias Fit E Fat,RESTAURANT,Comida Saudável,1.77,5,4,false,true,false,false,18, 33.147.550/0001-97,VOLTA REDONDA,999942595,27281350,Bom Jesus,Rua Douro,14,-22.498549,-44.10741,11:30:00 - 16:00:00,11:30:00 - 16:00:00,11:30:00 - 16:00:00,11:30:00 - 16:00:00,11:30:00 - 16:00:00,,
Espetou Restaurante,RESTAURANT,Marmita,7.53,0,0,true,true,false,true,10, 45.856.295/0001-30,VOLTA REDONDA,40032665,27258290,Jardim Belvedere,Rua Professora Ana Maria Gramato Vilela,98,-22.536754,-44.063584,,,,,05:00:00 - 06:00:00,12:45:00 - 13:00:00,12:45:00 - 13:00:00
Mineirinha Delivery,RESTAURANT,Lanches,0.95,5,3,false,true,false,false,15, 45.799.366/0001-00,VOLTA REDONDA,981201033,27275520,Retiro,Rua Caetés,217,-22.502876,-44.116205,,10:30:00 - 13:30:00,10:00:00 - 14:00:00,,10:30:00 - 14:00:00,,
Primogênita Massas Artesanais,RESTAURANT,Comida Italiana,3,5,2,true,true,false,true,20, 39.781.511/0001-23,VOLTA REDONDA,998360808,27263000,Eucaliptal,Protogenes Guimarães,133,-22.525931,-44.119283,10:00:00 - 18:00:00,09:45:00 - 16:30:00,10:00:00 - 18:00:00,10:30:00 - 16:30:00,10:30:00 - 16:30:00,10:30:00 - 14:30:00,11:30:00 - 12:30:00
Doce Recheio,RESTAURANT,Doces & Bolos,5.31,0,0,false,true,false,false,18, 42.826.306/0001-41,VOLTA REDONDA,998131634,27211670,Santo Agostinho,Rua Mil E Quarenta E Três,93,-22.484767,-44.075397,,,13:00:00 - 17:30:00,,,,
Degust Sorveteria,RESTAURANT,Açaí,6.8,5,1,true,true,false,true,10,Sem Registro,VOLTA REDONDA,40032665,27286300,São Luís,Rua Sebastião Ribeiro,63,-22.475117,-44.063843,13:30:00 - 17:00:00,13:30:00 - 17:00:00,13:30:00 - 17:00:00,13:30:00 - 17:00:00,13:30:00 - 17:00:00,13:30:00 - 17:00:00,13:15:00 - 21:00:00
Cheff Lili,RESTAURANT,Marmita,5.05,0,0,true,true,false,true,10, 45.921.449/0001-20,BARRA MANSA,40032665,27333390,Recanto Do Sol,Rua Três,744,-22.5448,-44.126427,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Antonieta Café,RESTAURANT,Cafeteria,2.94,5,7,true,true,false,true,10, 42.874.366/0001-30,VOLTA REDONDA,40032665,27260100,Vila Santa Cecília,Rua Dezoito-b,65,-22.519061,-44.10563,11:00:00 - 19:30:00,11:00:00 - 19:30:00,11:00:00 - 19:30:00,11:00:00 - 19:30:00,11:00:00 - 19:30:00,11:00:00 - 19:30:00,
Primeiro Pedaço,RESTAURANT,Doces & Bolos,4.85,0,0,true,true,false,true,10,Sem Registro,VOLTA REDONDA,998839728,27211140,Santo Agostinho,Rua Mil E Vinte E Três-a,132,-22.484445,-44.080245,04:00:00 - 05:00:00,,,,,,
Doce Sabor Por Denise,RESTAURANT,Doces & Bolos,6.58,0,0,true,true,false,true,10, 26.165.999/0001-12,BARRA MANSA,999034117,27336260,Santa Rita,Rua Jarbas Cansado,371,-22.55689,-44.109124,,,,,,12:00:00 - 12:15:00,
Guloseimas Do Master,RESTAURANT,Doces & Bolos,4.95,0,0,true,true,false,true,10, 45.296.317/0001-55,VOLTA REDONDA,998492857,27335340,São Geraldo,Rua Tuiuti,196,-22.54294,-44.114383,12:00:00 - 15:00:00,12:00:00 - 15:00:00,12:00:00 - 15:00:00,12:00:00 - 15:00:00,12:00:00 - 15:00:00,12:00:00 - 15:00:00,12:00:00 - 15:00:00
Confraria Do Açaí,RESTAURANT,Sorvetes,0.69,0,0,true,true,false,true,10, 31.357.071/0001-70,VOLTA REDONDA,992897368,27277330,Retiro,Avenida Antônio De Almeida,2000,-22.500839,-44.131096,13:00:00 - 20:00:00,13:00:00 - 20:00:00,13:00:00 - 20:45:00,13:00:00 - 20:00:00,13:00:00 - 20:00:00,13:00:00 - 20:00:00,13:00:00 - 20:00:00
Se Anime Com Açaí,RESTAURANT,Açaí,1.86,4.4,7,false,true,false,false,10, 45.885.277/0001-87,VOLTA REDONDA,993296171,27273240,Padre Josino,Rua A,7,-22.50981,-44.13867,14:00:00 - 21:00:00,11:00:00 - 21:00:00,13:00:00 - 21:00:00,13:00:00 - 21:30:00,13:00:00 - 21:00:00,13:00:00 - 18:30:00,11:00:00 - 15:30:00
Lf Lanches Acai E Sorvete,RESTAURANT,Açaí,6.26,0,0,true,true,false,true,10, 29.661.841/0001-21,BARRA MANSA,999292397,27336470,Boa Vista Iii,Rua José Abel,419,-22.555383,-44.117481,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00
Padaria E Confeitaria Amor E Pão,RESTAURANT,Cafeteria,8.08,0,0,true,true,false,true,10, 44.250.479/0001-90,VOLTA REDONDA,40032665,27240440,Vila Rica,Servidão Vila Rica,177,-22.499243,-44.046081,05:45:00 - 21:00:00,05:45:00 - 21:00:00,05:45:00 - 21:00:00,05:45:00 - 21:00:00,05:45:00 - 21:00:00,05:45:00 - 21:00:00,05:45:00 - 21:00:00
Brothers Beer Distribuidora,RESTAURANT,Bebidas,1.98,0,0,false,true,false,false,15, 45.861.942/0001-00,VOLTA REDONDA,981338974,27281060,Vila Mury,Avenida Amazonas,492,-22.49846,-44.10532,,14:00:00 - 22:30:00,14:00:00 - 22:30:00,14:00:00 - 22:30:00,14:00:00 - 22:30:00,10:00:00 - 22:30:00,10:00:00 - 19:30:00
Pizzaria Valian,RESTAURANT,Pizza,1.71,5,1,false,true,false,false,12, 45.847.914/0001-20,VOLTA REDONDA,999823035,27281600,Vila Mury,Avenida Oitis,650,-22.501759,-44.108193,18:30:00 - 23:30:00,,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00,18:30:00 - 23:30:00
Dolce Gosto Cafeteria E Sorveteria,RESTAURANT,Açaí,6.89,5,1,true,true,false,true,10, 41.825.562/0001-51,BARRA MANSA,999894134,27310060,Centro,Rua Cristóvão Leal,15,-22.54259,-44.172633,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 14:00:00,
Quintal Da Ju,RESTAURANT,Marmita,7.87,0,0,false,true,false,false,0, 41.611.095/0001-67,BARRA MANSA,981307745,27313280,Vila Maria,Rua Antônio Graciano Da Rocha,598,-22.513999,-44.199442,,09:00:00 - 14:30:00,09:00:00 - 14:30:00,09:00:00 - 14:30:00,,,
Reformafood,RESTAURANT,Lanches,0.42,0,0,false,true,false,false,20, 45.926.830/0001-82,VOLTA REDONDA,999667693,27274090,Retiro,Avenida Maranhão,115,-22.502812,-44.126065,18:00:00 - 23:00:00,18:00:00 - 23:00:00,,,,,18:00:00 - 23:00:00
Açaí Mais Sabor,RESTAURANT,Açaí,1.38,5,3,true,true,false,true,10, 40.136.761/0001-90,VOLTA REDONDA,978350041,27278070,Vale Verde,Rua Edmar Carmo De Oliveira,60,-22.488385,-44.117955,,13:00:00 - 23:00:00,13:00:00 - 23:00:00,13:00:00 - 23:00:00,13:00:00 - 23:00:00,13:00:00 - 23:00:00,13:00:00 - 23:00:00
Pp Lanches,RESTAURANT,Lanches,1.33,3,2,false,true,false,false,15, 46.248.188/0001-92,VOLTA REDONDA,981148929,27274120,Belmonte,Avenida Alegrete,321,-22.507302,-44.134211,18:45:00 - 23:00:00,18:45:00 - 23:00:00,18:45:00 - 23:00:00,18:45:00 - 23:00:00,18:45:00 - 23:00:00,18:30:00 - 23:00:00,18:45:00 - 23:00:00
Açaí House E Caldos,RESTAURANT,Açaí,6.63,5,3,true,true,false,true,10, 46.302.045/0001-11,VOLTA REDONDA,998783375,27257290,Casa De Pedra,Rua Setecentos E Cinqüenta E Quatro,252,-22.539739,-44.077069,,12:00:00 - 22:00:00,12:00:00 - 22:00:00,12:00:00 - 22:00:00,12:00:00 - 22:00:00,,
Pingo Doce,RESTAURANT,Doces & Bolos,6.74,5,3,true,true,false,true,10, 46.308.080/0001-48,BARRA MANSA,40030053,27321440,Vila Coringa,Rua Biajone,1540,-22.53304,-44.179038,00:00:00 - 04:00:00,00:00:00 - 04:00:00,00:00:00 - 04:00:00,00:00:00 - 04:00:00,00:00:00 - 04:00:00,00:00:00 - 04:00:00,00:00:00 - 04:00:00
Doceria Thabata Amorim,RESTAURANT,Doces & Bolos,1.25,0,0,true,true,false,true,10, 46.334.431/0001-95,VOLTA REDONDA,999893367,27275215,Mirante Do Vale,Rua Laranjeiras,35,-22.503569,-44.113357,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Nôca Hamburgueria,RESTAURANT,Lanches,3.62,5,1,false,true,false,false,12, 46.354.491/0001-70,VOLTA REDONDA,30160824,27213310,Aterrado,Avenida Sete De Setembro,46,-22.50771,-44.090627,18:00:00 - 23:00:00,,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Delícias Da Tia Sandra,RESTAURANT,Doces & Bolos,5.32,4.8,8,true,true,false,true,10, 42.935.919/0001-17,VOLTA REDONDA,998715446,27211670,Santo Agostinho,Rua Mil E Quarenta E Três,17,-22.485376,-44.075074,20:30:00 - 23:30:00,,14:45:00 - 22:00:00,17:00:00 - 23:00:00,15:00:00 - 23:00:00,17:00:00 - 23:00:00,18:15:00 - 23:00:00
Gonçalves Restaurante,RESTAURANT,Comida Brasileira,4.6,4,4,true,true,false,true,10, 12.887.316/0001-26,BARRA MANSA,998240202,27325340,Getúlio Vargas,Rua Belo Horizonte,1120,-22.531073,-44.153348,,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00
Restaurante Bequinho Mineiro,RESTAURANT,Comida Brasileira,1.73,5,3,false,true,false,false,15, 45.756.085/0001-70,VOLTA REDONDA,981153512,27281421,Retiro,Avenida Sávio Cota De Almeida Gama,1970,-22.499007,-44.107806,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,
Papazonah Petiscos Delivery,RESTAURANT,Salgados,6.78,5,2,false,true,false,false,0, 44.277.262/0001-73,VOLTA REDONDA,998769318,27258120,Jardim Belvedere,Rua Pedro Diniz Dos Santos,203,-22.534146,-44.070453,,,,18:00:00 - 23:00:00,18:00:00 - 23:00:00,17:45:00 - 23:00:00,
