Loja,Categoria,Sub Categoria,Distância,Nota,Contagem de Votos,Ifood Delivery,Novo,Super Restaurante,Rastreamento,Pedido Mínimo,CNPJ,Cidade,Telefone,CEP,Bairro,Rua,Número,Latitude,Longitude,Segunda-feira,Terça-feira,Quarta-feira,Quinta-feira,Sexta-feira,Sábado,Domingo
Happier Cestas,RESTAURANT,Conveniência,7.32,0,0,true,true,false,true,10, 38.101.181/0001-15,VOLTA REDONDA,40032665,27261010,Vila Santa Cecília,Rua Quarenta E Seis,46,-22.542494,-44.070764,09:00:00 - 21:00:00,09:00:00 - 21:00:00,09:00:00 - 21:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00,09:00:00 - 19:00:00
Komb's Food Truk,RESTAURANT,Lanches,1.02,0,0,false,true,false,false,10, 32.209.089/0001-97,VOLTA REDONDA,993097291,27275370,Jardim Cidade Do Aço,Rua Antônio Vinte,58,-22.504478,-44.116465,19:00:00 - 23:00:00,,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:15:00,19:00:00 - 23:00:00
Delicias Da Leidy,RESTAURANT,Comida Brasileira,4.78,0,4,false,true,false,false,20, 22.924.117/0001-02,VOLTA REDONDA,974014511,27211345,Santo Agostinho,Rua B,314,-22.487867,-44.079803,,,,,,,11:00:00 - 12:00:00
Comilona Hamburgueria E Pastelaria,RESTAURANT,Lanches,2.82,0,0,true,true,false,true,20, 43.604.639/0001-99,VOLTA REDONDA,998919499,27283410,Retiro,Rua Nelson,98,-22.49268,-44.09809,13:00:00 - 23:59:00,15:00:00 - 23:59:00,,,,,
Jlm Food Trailer,RESTAURANT,Lanches,2.58,0,0,true,true,false,true,20, 30.452.800/0001-04,VOLTA REDONDA,40032665,27273305,Siderlândia,Rua Araruama,403,-22.519426,-44.137142,17:00:00 - 23:59:00,17:00:00 - 23:59:00,17:00:00 - 23:59:00,17:00:00 - 23:59:00,17:00:00 - 23:59:00,17:00:00 - 23:59:00,17:45:00 - 23:59:00
Restaurante Vo Neuza,RESTAURANT,Comida Brasileira,3.42,5,2,false,true,false,false,10, 43.967.088/0001-28,VOLTA REDONDA,981652886,27288002,Voldac,Avenida Nossa Senhora Do Amparo,2660,-22.490494,-44.092687,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,,
Astro Burguer,RESTAURANT,Lanches,2.79,0,0,false,true,false,false,10, 42.596.020/0001-17,VOLTA REDONDA,998482186,27283410,Retiro,Rua Nelson,148,-22.492362,-44.098464,,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00
Castro Delíviry,RESTAURANT,Comida Brasileira,5.16,4.5,2,false,true,false,false,10, 33.137.297/0001-90,BARRA MANSA,981426869,27335,Nove De Abril,Rua ÁLvaro Rego Millen Ferreira,310,-22.544547,-44.112661,,,,,,,
Divino Sabor,RESTAURANT,Comida Brasileira,2.48,0,0,true,true,false,true,20, 44.038.995/0001-55,VOLTA REDONDA,40032665,27273410,Siderlândia,Rua Itaguaí,347,-22.518484,-44.137019,,,11:00:00 - 23:59:00,09:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00
Emporio Da Jacque,RESTAURANT,Comida Brasileira,3.98,0,0,true,true,false,true,20, 21.127.968/0001-53,VOLTA REDONDA,40032665,27267540,Jardim Ponte Alta,Rua N,48,-22.534954,-44.128674,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,10:00:00 - 23:00:00,,18:00:00 - 23:00:00,09:00:00 - 23:00:00
Baião De Dois & Cia,RESTAURANT,Lanches,5.13,3.8,4,false,true,false,false,10, 44.079.675/0001-43,BARRA MANSA,998243688,27335340,Nove De Abril,Rua Alphen De Oliveira Ferreira,201,-22.54441,-44.113591,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,,
Pasteldar2,RESTAURANT,Pastel,0.9,0,0,false,true,false,false,0, 37.543.093/0001-00,VOLTA REDONDA,998292668,27278220,Belo Horizonte,Rua Dois,405,-22.493306,-44.118604,11:00:00 - 16:00:00,11:00:00 - 16:00:00,11:00:00 - 16:00:00,11:00:00 - 16:00:00,11:00:00 - 16:00:00,,
Pão De Queijo Caseiro,RESTAURANT,Lanches,7.82,0,0,true,true,false,true,20, 27.152.302/0001-31,VOLTA REDONDA,992360384,27259310,Jardim Vila Rica - Tiradentes,Rua Vinte E Nove,184,-22.545955,-44.067582,19:00:00 - 23:00:00,19:15:00 - 23:00:00,,,20:00:00 - 23:15:00,19:00:00 - 23:00:00,09:00:00 - 22:45:00
Churrascando,RESTAURANT,Carnes,1.15,0,0,true,true,false,true,20, 32.658.517/0001-69,VOLTA REDONDA,998360482,27275120,Retiro,Rua Luvina Faria,38,-22.500381,-44.113486,19:00:00 - 23:59:00,19:00:00 - 23:59:00,18:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,12:00:00 - 23:59:00
Bendito Brownie,RESTAURANT,Doces & Bolos,1.33,5,5,false,true,false,false,13, 41.409.607/0001-07,VOLTA REDONDA,993218915,27275230,Retiro,Rua Nove De Julho,177,-22.501917,-44.111938,09:00:00 - 18:30:00,09:00:00 - 18:30:00,09:00:00 - 18:30:00,09:00:00 - 18:30:00,09:00:00 - 18:30:00,09:00:00 - 18:30:00,11:00:00 - 18:30:00
Lanchonete Prato Feito,RESTAURANT,Comida Brasileira,1.06,0,0,false,true,false,false,15, 42.331.271/0001-70,VOLTA REDONDA,999167200,27275600,Vila Mury,Avenida Almirante Adalberto De Barros Nunes,2950,-22.505124,-44.116498,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,,
Docuras E Gostosura,RESTAURANT,Doces & Bolos,7.22,0,0,true,true,false,true,10, 40.146.930/0001-72,VOLTA REDONDA,40032665,27259060,Jardim Vila Rica - Tiradentes,Rua Três,41,-22.538954,-44.068928,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00,11:00:00 - 23:59:00
Palhas Da Ka,RESTAURANT,Doces & Bolos,1.88,0,0,true,true,false,true,10, 44.154.737/0001-34,VOLTA REDONDA,40032665,27273200,Belmonte,Avenida Dos Mineiros,236,-22.515038,-44.131214,10:00:00 - 16:00:00,10:00:00 - 16:00:00,10:00:00 - 16:00:00,10:00:00 - 16:00:00,10:00:00 - 16:00:00,,
Delicias Da Tha Doces E Salgados,RESTAURANT,Doces & Bolos,4.39,0,0,false,true,false,false,10, 44.184.164/0001-91,BARRA MANSA,998193896,27333370,Recanto Do Sol,Rua Dois,115,-22.53849,-44.130534,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Delícias Da Carmelia,RESTAURANT,Comida Brasileira,2.93,0,0,false,true,false,false,10, 44.137.094/0001-10,VOLTA REDONDA,33420785,27283527,Niterói,Avenida Sávio Cota De Almeida Gama,652,-22.494216,-44.096657,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,
Doce Prazer,RESTAURANT,Doces & Bolos,2.96,0,0,true,true,false,true,10, 44.199.714/0001-46,VOLTA REDONDA,40032665,27263010,Eucaliptal,Rua Almirante Tamandaré,192,-22.525298,-44.118185,13:00:00 - 17:00:00,13:00:00 - 17:00:00,13:00:00 - 17:00:00,13:00:00 - 17:00:00,13:00:00 - 17:00:00,,
Caseirinhos Do Rei,RESTAURANT,Doces & Bolos,6.92,0,0,true,true,false,true,10, 44.054.734/0001-29,BARRA MANSA,40032665,27347590,Km - 4,Rua São Vicente,138,-22.510096,-44.190868,,13:00:00 - 17:00:00,13:00:00 - 17:00:00,13:00:00 - 17:00:00,13:00:00 - 17:00:00,12:00:00 - 16:00:00,13:45:00 - 18:00:00
Bomboniere Tudo Gostoso,RESTAURANT,Marmita,3.21,0,0,true,true,false,true,10, 44.075.832/0001-42,VOLTA REDONDA,Sem Número,27215070,Jardim Paraíba,Avenida Lucas Evangelista De Oliveira Franco,47,-22.509006,-44.095173,11:30:00 - 17:00:00,11:30:00 - 17:00:00,11:30:00 - 17:00:00,11:30:00 - 17:00:00,11:30:00 - 17:00:00,11:30:00 - 15:00:00,
D&g Salgadinho De Festa E Lanchonete,RESTAURANT,Salgados,0.96,5,1,true,true,false,true,20, 33.276.956/0001-70,VOLTA REDONDA,40032665,27273260,Jardim Cidade Do Aco,Rua H,50,-22.506658,-44.119673,16:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,09:00:00 - 20:00:00,
Larro Doces,RESTAURANT,Doces & Bolos,6.24,0,0,false,true,false,false,0, 31.057.711/0001-26,BARRA MANSA,992176992,27323440,Ano Bom,Rua São Jorge,167,-22.542663,-44.163267,13:30:00 - 18:15:00,13:30:00 - 18:15:00,13:00:00 - 18:15:00,13:00:00 - 18:15:00,13:00:00 - 18:15:00,13:45:00 - 18:15:00,14:00:00 - 18:15:00
Na Broca Burger,RESTAURANT,Lanches,5.27,0,0,false,true,false,false,15, 44.276.387/0001-89,VOLTA REDONDA,981124098,27212162,Vila Americana,Rua Estados Unidos,251,-22.495142,-44.073605,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 16:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Top Burguer Vr,RESTAURANT,Lanches,5.35,0,0,true,true,false,true,20, 44.249.033/0001-45,VOLTA REDONDA,40032665,27210254,Santo Agostinho,Rua Mil E Dezessete,273,-22.486691,-44.074383,,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00
Home Chocolate,RESTAURANT,Doces & Bolos,5.55,0,0,true,true,false,true,10, 44.145.935/0001-31,BARRA MANSA,998848667,27336,Boa Vista Ii,Rua I,471,-22.54922,-44.119855,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 23:00:00,11:00:00 - 15:00:00
Nany Doces,RESTAURANT,Doces & Bolos,3.9,5,5,false,true,false,false,0, 44.309.149/0001-22,BARRA MANSA,988415662,27325002,Ano Bom,Avenida Presidente Kennedy,3672,-22.530974,-44.141165,,14:00:00 - 18:00:00,14:00:00 - 18:00:00,14:00:00 - 18:00:00,14:00:00 - 18:00:00,14:00:00 - 18:00:00,12:30:00 - 17:30:00
Mania De Pizza E Cia,RESTAURANT,Pizza,7.57,3.2,5,true,true,false,true,20, 33.688.087/0001-90,VOLTA REDONDA,40032665,27259030,Jardim Vila Rica - Tiradentes,Avenida Quatro,573,-22.541867,-44.067023,17:00:00 - 22:00:00,17:15:00 - 22:00:00,17:00:00 - 22:00:00,17:00:00 - 22:00:00,16:00:00 - 23:00:00,16:00:00 - 23:00:00,16:00:00 - 23:00:00
Bolos Zaza,RESTAURANT,Doces & Bolos,6.58,0,0,true,true,false,true,10, 41.091.303/0001-44,VOLTA REDONDA,40032665,27286295,São Luís,Rua Sebastião Lucas Dos Santos,553,-22.474132,-44.066633,,10:00:00 - 18:00:00,,10:00:00 - 18:00:00,10:00:00 - 18:00:00,09:00:00 - 13:00:00,
La Doceria Bm,RESTAURANT,Doces & Bolos,7.08,0,0,false,true,false,false,0, 44.125.381/0001-00,BARRA MANSA,999965700,27321520,Vila Nova,Rua José Cândido De Carvalho,17,-22.521368,-44.189163,00:00:00 - 01:00:00,,,,,,
Menoteana,RESTAURANT,Mercado,1.77,0,0,false,true,false,false,25, 33.572.079/0001-84,VOLTA REDONDA,988829052,27274470,Belmonte,Rua Palmeira,186,-22.507755,-44.139163,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,18:00:00 - 23:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Sabor E Saúde Lanches Fit,RESTAURANT,Lanches,7.04,0,0,false,true,false,false,20, 22.789.645/0001-98,VOLTA REDONDA,993320542,27258220,Jardim Belvedere,Rua Edson Chrisostomo Trindade,77,-22.535382,-44.068311,14:00:00 - 18:15:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,10:00:00 - 12:00:00,
Ponto Certo Bebidas,RESTAURANT,Comida Brasileira,6.21,0,0,false,true,false,false,10, 40.377.317/0001-66,VOLTA REDONDA,954698132,27259700,Casa De Pedra,Avenida 1,22,-22.532364,-44.075819,,,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00,09:00:00 - 23:59:00
Bolo Real,RESTAURANT,Doces & Bolos,1.87,5,1,true,true,false,true,10, 41.375.453/0001-80,VOLTA REDONDA,40032665,27280070,Coqueiros,Alameda Dois,39,-22.492791,-44.107762,09:00:00 - 21:00:00,09:00:00 - 21:00:00,09:00:00 - 21:00:00,09:00:00 - 23:00:00,09:00:00 - 23:00:00,09:00:00 - 23:00:00,
Pastelê,RESTAURANT,Pizza,3.3,5,1,true,true,false,true,20, 44.398.124/0001-42,VOLTA REDONDA,40032665,27255085,Laranjal,Rua Cento E Cinquenta E Quatro,453,-22.515203,-44.09755,18:30:00 - 22:00:00,18:00:00 - 22:00:00,18:30:00 - 22:00:00,19:00:00 - 22:00:00,19:00:00 - 22:00:00,18:00:00 - 22:00:00,16:00:00 - 22:00:00
Jm Delícias Tia Maria,RESTAURANT,Doces & Bolos,6.47,0,0,true,true,false,true,10, 33.113.134/0001-78,BARRA MANSA,999154039,27323660,Ano Bom,Travessa Das Tulipas,64,-22.543676,-44.165479,13:00:00 - 19:00:00,13:00:00 - 19:00:00,13:00:00 - 19:00:00,13:00:00 - 19:30:00,13:00:00 - 19:00:00,,
Maná Gourmet,RESTAURANT,Salgados,1.96,0,0,true,true,false,true,20, 42.670.140/0001-17,VOLTA REDONDA,999246863,27281630,Vila Mury,Avenida Das Magnólias,367,-22.500756,-44.105565,17:00:00 - 21:45:00,17:00:00 - 21:45:00,17:00:00 - 21:45:00,17:00:00 - 21:45:00,17:00:00 - 21:45:00,17:00:00 - 21:45:00,
Ali E Poli Confeitaria,RESTAURANT,Doces & Bolos,5.16,0,0,true,true,false,true,10, 44.451.122/0001-70,VOLTA REDONDA,40032665,27212070,Vila Americana,Rua Canadá,65,-22.502019,-44.074542,08:00:00 - 18:30:00,,,10:00:00 - 22:00:00,10:00:00 - 22:00:00,10:00:00 - 22:00:00,10:00:00 - 22:00:00
Donna Marmita,RESTAURANT,Comida Brasileira,4.44,0,0,true,true,false,true,20, 44.462.252/0001-08,VOLTA REDONDA,40032665,27253510,São Geraldo,Rua Capitão Benedito Lópes Bragança,396,-22.515128,-44.084993,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,
Confeitaria M J Freitas,RESTAURANT,Doces & Bolos,1.25,0,0,false,true,false,false,10, 34.966.756/0001-01,VOLTA REDONDA,40032665,27278235,Belo Horizonte,Alameda Três,30,-22.488523,-44.120942,,,,,,,
Restaurante Nova Opcao,RESTAURANT,Comida Brasileira,0.34,0,0,false,true,false,false,10, 44.241.058/0001-00,VOLTA REDONDA,999029166,27275010,Retiro,Rua Maranhão,56,-22.502235,-44.125484,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,
Chefão Burguer,RESTAURANT,Hambúrguer,0.69,0,0,true,true,false,true,10, 44.231.693/0001-07,VOLTA REDONDA,999823912,27277030,Retiro,Estrada Do Norte,283,-22.497595,-44.131033,09:00:00 - 17:30:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:00:00 - 17:00:00,09:30:00 - 17:00:00,09:00:00 - 17:00:00,
Pizza Já,RESTAURANT,Pizza,4.22,4.2,5,false,true,false,false,0, 44.375.946/0001-08,VOLTA REDONDA,30257454,27253000,Centro,Rodovia Lúcio Meira,333,-22.511025,-44.085627,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00
Prieto Burgers E Cia,RESTAURANT,Hambúrguer,1.71,0,0,false,true,false,false,20, 44.434.531/0001-68,VOLTA REDONDA,998299162,27280804,Vila Brasília,Rua G,9,-22.488289,-44.112866,19:00:00 - 23:00:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00
Bs Doces E Empadas,RESTAURANT,Doces & Bolos,2.35,4.3,6,true,true,false,true,10, 44.476.631/0001-57,VOLTA REDONDA,40032665,27273360,Siderlândia,Rua Teresópolis,346,-22.517594,-44.136003,11:00:00 - 22:00:00,11:00:00 - 22:00:00,,11:00:00 - 23:59:00,16:00:00 - 23:45:00,11:00:00 - 23:00:00,13:00:00 - 23:00:00
Appetit Wa Marmitaria,RESTAURANT,Marmita,6.25,4.6,7,true,true,false,true,10, 44.467.999/0001-59,VOLTA REDONDA,99866116,27250250,ÁGua Limpa,Avenida Visconde Do Rio Branco,651,-22.504219,-44.064067,10:30:00 - 14:00:00,10:30:00 - 14:00:00,10:30:00 - 14:00:00,10:30:00 - 14:00:00,10:30:00 - 14:00:00,10:30:00 - 14:00:00,
Deguste's Restaurante,RESTAURANT,Comida Brasileira,2.09,4.2,5,true,true,false,true,10, 21.103.872/0001-55,VOLTA REDONDA,Sem Número,27281670,Vila Mury,Avenida Pastor César Dacorso Filho,554,-22.497602,-44.104372,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,
Doces Laelu,RESTAURANT,Doces & Bolos,0.36,0,0,true,true,false,true,10, 43.085.967/0001-26,BARRA MANSA,40032665,27351720,Colônia Santo Antônio,Estrada Governador Chagas Freitas,254,-22.500548,-44.121341,09:00:00 - 23:59:00,09:00:00 - 23:59:00,,,,,
Pet Familly,RESTAURANT,Lanches,3.47,0,0,true,true,false,true,20, 28.480.455/0001-70,VOLTA REDONDA,40032665,27213150,Aterrado,Avenida Paulo De Frontin,330,-22.502528,-44.09105,,,,,,,14:00:00 - 17:45:00
Doceria Badu,RESTAURANT,Doces & Bolos,6.44,0,0,true,true,false,true,10, 44.631.116/0001-02,BARRA MANSA,40032665,27321320,Vila Coringa,Rua Da Pedreira,83,-22.527319,-44.179411,,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 21:00:00,10:00:00 - 19:00:00,10:00:00 - 19:00:00
Frango Assado Do Junior,RESTAURANT,Carnes,1.46,0,0,false,true,false,false,10, 43.988.776/0001-74,VOLTA REDONDA,999738276,27276080,Açude,Avenida Professora Glória Roussim Guedes,591,-22.497683,-44.138643,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00,09:00:00 - 18:00:00
Isso é Delivery – Combos Multimarcas,RESTAURANT,Comida Brasileira,3.77,0,0,false,true,false,false,20, 39.826.028/0001-18,VOLTA REDONDA,999857487,27253230,Sao Joao,R Antonio Ourique,41,-22.51386,-44.091466,,,00:15:00 - 01:15:00,,,,
Refeições Delivery – Comida Brasileira,RESTAURANT,Marmita,3.77,0,0,false,true,false,false,20, 39.826.028/0001-18,VOLTA REDONDA,999857487,27253230,Sao Joao,R Antonio Ourique,41,-22.51386,-44.091466,,,,,,,04:45:00 - 05:45:00
Banana Bar,RESTAURANT,Marmita,6.82,0,0,true,true,false,true,10, 44.692.854/0001-51,BARRA MANSA,40032665,27310420,Centro,Rua Pinto Ribeiro,258,-22.540442,-44.173894,,,,,,11:00:00 - 15:00:00,
Classic Burger,RESTAURANT,Lanches,3.79,0,0,false,true,false,false,15, 44.525.336/0001-43,VOLTA REDONDA,999246730,27253230,São João,Rua Antônio Ourique,59,-22.514011,-44.091407,00:00:00 - 02:00:00,00:00:00 - 02:00:00,00:00:00 - 02:00:00,00:00:00 - 02:00:00,00:00:00 - 02:00:00,00:00:00 - 02:00:00,00:00:00 - 02:00:00
Pj Cafe,RESTAURANT,Cafeteria,7.3,0,0,true,true,false,true,10, 43.716.941/0001-39,VOLTA REDONDA,992782435,27259430,Jardim Vila Rica - Tiradentes,Rua Quarenta E Um,225,-22.542864,-44.071333,09:00:00 - 10:00:00,09:00:00 - 10:00:00,09:00:00 - 17:30:00,09:00:00 - 17:30:00,09:00:00 - 17:30:00,,
Açaí Da Dany,RESTAURANT,Açaí,3.28,0,1,true,true,false,true,10, 35.423.138/0001-88,VOLTA REDONDA,998190890,27263090,Eucaliptal,Rua General Osorio,297,-22.528062,-44.117385,15:00:00 - 22:00:00,15:00:00 - 22:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,15:00:00 - 22:00:00,15:00:00 - 22:00:00
Bebê Burguer,RESTAURANT,Lanches,5.81,0,0,true,true,false,true,20, 44.767.636/0001-39,BARRA MANSA,Sem Número,27323110,Santa Rosa,Rua Antônio Rodrigues Da Silva,98,-22.534628,-44.166329,,,,,,,
Candy Pink Doceria,RESTAURANT,Doces & Bolos,4.02,0,0,true,true,false,true,10, 44.824.318/0001-62,VOLTA REDONDA,40032665,27267560,Jardim Ponte Alta,Rua H,109,-22.535468,-44.12673,15:00:00 - 22:15:00,15:00:00 - 22:15:00,15:00:00 - 22:15:00,15:00:00 - 22:15:00,15:00:00 - 22:15:00,12:00:00 - 22:15:00,12:00:00 - 22:15:00
Mac Brasil,RESTAURANT,Lanches,4.64,1,2,false,true,false,false,20, 37.298.386/0001-70,VOLTA REDONDA,999954188,27251410,Jardim Amália,Rua Senador Pinheiro Machado,126,-22.510696,-44.081201,18:00:00 - 23:00:00,,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
E Doce,RESTAURANT,Doces & Bolos,1.38,0,0,true,true,false,true,10, 44.823.929/0001-96,VOLTA REDONDA,40032665,27281230,Retiro,Rua Tejo,31,-22.499794,-44.111232,,,,,10:00:00 - 13:00:00,,
Kn Bar & Delivery,RESTAURANT,Comida Brasileira,6.71,4.6,5,true,true,false,true,20, 42.970.010/0001-08,BARRA MANSA,988540243,27321002,Vila Nova,Rua Major José Bento,495,-22.534909,-44.177349,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,
Hoje Tem Pao,RESTAURANT,Padaria,3.39,0,0,true,true,false,true,10, 26.119.736/0001-77,VOLTA REDONDA,40032665,27255430,Vila Santa Cecília,Avenida Lions Club,759,-22.52108,-44.101427,,14:15:00 - 18:00:00,,,,,
Mamute Lanchonete E Sorveteria,RESTAURANT,Lanches,7.38,0,1,true,true,false,true,20, 20.987.849/0001-08,VOLTA REDONDA,999929453,27240550,Vila Rica,Rua Erika Berbete,51,-22.499259,-44.052915,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
Mauricio Salgados E Acai,RESTAURANT,Açaí,5.13,5,2,false,true,false,false,0, 44.901.659/0001-94,VOLTA REDONDA,988268931,27211300,Santo Agostinho,Avenida Beira-rio,78,-22.482484,-44.078091,,14:00:00 - 21:00:00,10:30:00 - 21:00:00,10:30:00 - 21:00:00,10:45:00 - 21:30:00,10:45:00 - 21:30:00,10:45:00 - 21:00:00
La Casa Do Acai,RESTAURANT,Açaí,7.06,0,0,false,true,false,false,13, 40.614.415/0001-70,BARRA MANSA,974049189,27331240,Piteiras,Rua B,110,-22.558375,-44.150368,,,,,,,
Casa Da Pizza Frita Da Léia,RESTAURANT,Pizza,2.42,0,1,true,true,false,true,20, 44.908.993/0001-70,VOLTA REDONDA,40032665,27281580,Retiro,Rua Valença,79,-22.495802,-44.101385,,,,,,,
Delicias Gourmet,RESTAURANT,Doces & Bolos,0.87,0,0,false,true,false,false,10, 34.570.042/0001-80,VOLTA REDONDA,998805636,27275020,Retiro,Rua Paulo Vi,1,-22.503057,-44.117164,11:00:00 - 18:00:00,11:00:00 - 18:00:00,11:00:00 - 18:00:00,11:00:00 - 18:00:00,11:00:00 - 18:00:00,12:00:00 - 20:00:00,
Dois Dedos De Prosa,RESTAURANT,Lanches,3.42,0,0,false,true,false,false,25, 42.646.081/0001-41,VOLTA REDONDA,998467074,27261050,Vila Santa Cecília,Rua Cinquenta E Dois,66,-22.522352,-44.10252,,,,,,,
Hortifruti - Padaria - Aterrado,RESTAURANT,Padaria,3.43,4.1,8,true,true,false,true,10, 31.487.473/0119-80,RIO DE JANEIRO,40030053,27213270,Aterrado,Av Paulo De Frontin,874,-22.504097,-44.091632,09:00:00 - 11:00:00,09:00:00 - 11:00:00,09:00:00 - 11:00:00,09:00:00 - 11:00:00,09:00:00 - 11:00:00,09:00:00 - 11:00:00,09:00:00 - 15:00:00
Salada Delicia,RESTAURANT,Comida Saudável,5.04,5,4,true,true,false,true,10, 34.513.083/0001-34,VOLTA REDONDA,40032665,27211650,Volta Grande,Rua Mil E Cinqüenta E Seis,140,-22.487558,-44.07724,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,10:00:00 - 14:00:00,,
Ponto Certo Acai E Sorveteria,RESTAURANT,Açaí,3.02,5,4,true,true,false,true,10, 44.453.714/0001-20,VOLTA REDONDA,40032665,27265280,São Lucas,Rua Fernando Tedesco,108,-22.526446,-44.126273,,15:30:00 - 20:30:00,15:30:00 - 21:15:00,15:30:00 - 21:15:00,15:30:00 - 21:00:00,15:00:00 - 21:15:00,13:30:00 - 21:00:00
Delivery Dog,RESTAURANT,Lanches,1.18,0,0,false,true,false,false,10, 43.658.362/0001-87,VOLTA REDONDA,998816572,27278515,Nova Esperança,R Pg,400,-22.489644,-44.119596,18:45:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,18:00:00 - 23:30:00,17:30:00 - 23:30:00,18:00:00 - 23:30:00,
Clube Da Picanha,RESTAURANT,Carnes,5.39,0,0,false,true,false,false,10, 37.584.946/0001-52,BARRA MANSA,998419964,27333100,Paraíso,Rua Dirceu Custódio Do Nascimento,124,-22.547956,-44.123375,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00,09:00:00 - 22:00:00
Manero's Burguer,RESTAURANT,Lanches,2.2,0,0,false,true,false,false,20, 41.820.631/0001-34,VOLTA REDONDA,993115224,27281060,Vila Mury,Avenida Amazonas,155,-22.501202,-44.103279,,,,,,,
