Loja,Categoria,Sub Categoria,Distância,Nota,Contagem de Votos,Ifood Delivery,Novo,Super Restaurante,Rastreamento,Pedido Mínimo,CNPJ,Cidade,Telefone,CEP,Bairro,Rua,Número,Latitude,Longitude,Segunda-feira,Terça-feira,Quarta-feira,Quinta-feira,Sexta-feira,Sábado,Domingo
Village Fit,RESTAURANT,Comida Saudável,2.95,0.0,0,false,false,false,false,10,29953917000192,Volta Redonda,998486849,00027260,Vila Santa Cecília,Academia Da Vila,20,-22.517582,-44.103755,10:00:00 - 17:00:00,10:00:00 - 17:00:00,10:00:00 - 17:00:00,10:00:00 - 17:00:00,10:00:00 - 16:00:00,,
Dog Bull Dogueria,RESTAURANT,Lanches,2.88,0.0,0,false,false,false,false,10,26964412000135,VOLTA REDONDA,30261714,27283526,Niteroi,Avenida Savio Gama,715,-22.494077,-44.097208,00:00:00 - 01:45:00,00:00:00 - 01:45:00,00:00:00 - 01:45:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,00:00:00 - 01:45:00,18:00:00 - 23:59:00
Madruga Lanches,RESTAURANT,Lanches,0.93,0.0,0,false,false,false,false,15,30007377000133,VOLTA REDONDA,999449784,27275520,Retiro,Caetes,295,-22.502393,-44.116178,19:00:00 - 23:59:00,19:00:00 - 23:59:00,00:00:00 - 02:00:00,00:00:00 - 02:00:00,00:00:00 - 02:00:00,19:00:00 - 23:59:00,00:00:00 - 02:00:00
Sem Miséria,RESTAURANT,Lanches,4.61,0.0,0,false,false,false,false,20,29450741000156,VOLTA REDONDA,999324058,27288110,Santa Cruz,Avenida Dos Ex Combatentes,909,-22.468656,-44.094147,,,,18:00:00 - 19:00:00,,,
Zero Hora Depósito,RESTAURANT,Lanches,6.66,0.0,0,false,false,false,false,15,30233975000120,VOLTA REDONDA,999590673,27286440,São Luís,Avenida Francisco Crisóstomos Tôrres,400,-22.474979,-44.065343,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:15:00 - 23:45:00,18:00:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00
K & R Sobremesa De Pote,RESTAURANT,Lanches,4.7,0.0,0,false,false,false,false,5,30252444000185,Volta Redonda,992250572,27286620,Pinto Da Serra,Travessa Josefa De Assis,63,-22.482161,-44.082736,,11:00:00 - 16:00:00,11:00:00 - 22:30:00,11:00:00 - 18:00:00,11:00:00 - 18:00:00,11:00:00 - 20:00:00,11:00:00 - 15:00:00
Fora Da Lei Lanches,RESTAURANT,Lanches,0.95,0.0,0,false,false,false,false,11,30266256000106,VOLTA REDONDA,33398411,27275390,Jardim Cidade Do Aco,Rua João Batista De Assis,252,-22.507156,-44.121071,19:00:00 - 23:30:00,,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00
D'gusta Salgados E Tortas Delivery,RESTAURANT,Salgados,0.88,0.0,0,false,false,false,false,10,29888653000130,VOLTA REDONDA,32115703,00027275,Jardim Cidade Do Aco,Rua Caetés,525,-22.502688,-44.116857,11:00:00 - 22:30:00,11:00:00 - 22:30:00,11:00:00 - 22:30:00,11:00:00 - 22:30:00,11:00:00 - 22:30:00,11:00:00 - 22:30:00,15:00:00 - 22:30:00
Dinei Lanches,RESTAURANT,Lanches,4.56,0.0,0,false,false,false,false,10,11044875000101,VOLTA REDONDA,999385712,27283540,Aero Clube,R. Cap. João Maurício De Medeiros,246,-22.503556,-44.080508,,,,,,,18:30:00 - 23:30:00
Rei Do Pernil,RESTAURANT,Lanches,7.58,0.0,0,false,false,false,false,10,30325359000108,VOLTA REDONDA,30252842,27213290,Aterrado,Rua Primeiro De Maio,125,-22.483938,-44.05276,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,
Delícias Da Tay,RESTAURANT,Lanches,0.19,0.0,0,false,false,false,false,10,30199015000191,Volta Redonda,974042408,27277040,Retiro,Avenida Santa Isabel,43,-22.499069,-44.126445,,,,,,,17:30:00 - 18:30:00
Sandra  Comida Caseira,RESTAURANT,Cozinha Rápida,4.29,0.0,0,false,false,false,false,3,20000705000116,BARRA MANSA,999670970,27333210,Jardim Ponte Alta,Waldomiro Peres Gonçalves,1648,-22.538011,-44.125003,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,10:45:00 - 15:00:00,
Vitalle Pizaria Delivery,RESTAURANT,Comida Italiana,4.33,0.0,0,false,false,false,false,14,30598622000124,VOLTA REDONDA,33382021,27211020,Parque Das Ilhas,Rua C,261,-22.490979,-44.083479,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00
The Best Pizzas,RESTAURANT,Pizza,4.68,0.0,0,false,false,false,false,30,30633964000138,VOLTA REDONDA,33458041,27285150,Sam Remo,Rua Nove,677,-22.496322,-44.07925,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00,17:30:00 - 23:30:00
Clube De Sabor - Sorvete E Açaí,RESTAURANT,Sorvetes,3.22,0.0,0,false,false,false,false,20,27886785000106,VOLTA REDONDA,998177394,27264130,Sao Lucas,Rua São Jorge,65,-22.528362,-44.124388,,12:00:00 - 15:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00,12:00:00 - 18:00:00,10:00:00 - 18:30:00,10:00:00 - 15:00:00
Point-b Comida Caseira,RESTAURANT,Marmita,0.33,0.0,0,false,false,false,false,14,21795285000174,VOLTA REDONDA,30161659,27277330,Retiro,Avenida Antônio De Almeida,1050,-22.500251,-44.121581,10:45:00 - 14:30:00,10:45:00 - 14:30:00,10:45:00 - 14:30:00,10:45:00 - 14:30:00,10:45:00 - 14:30:00,10:45:00 - 14:30:00,
Giga Lanches,RESTAURANT,Lanches,2.38,0.0,0,false,false,false,false,0,30808852000170,VOLTA REDONDA,981397829,27281580,Retiro,Rua Valença,79,-22.495271,-44.101851,,,,,,,
Costela No Bafo,RESTAURANT,Comida Brasileira,4.03,0.0,0,false,false,false,false,20,27311779000112,BARRA MANSA,998529929,27264370,São Lucas,Rua Adarcy De Carvalho,315,-22.534693,-44.115709,,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,
Mec Delivery,RESTAURANT,Comida Variada,1.28,0.0,0,false,false,false,false,5,30810674000112,Volta Redonda,998823205,27279020,Vale Verde,Rua 7 Vale Verde,283,-22.490598,-44.11639,11:00:00 - 15:00:00,19:00:00 - 23:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00
Refeiçoes Gourmet,RESTAURANT,Comida Brasileira,4.63,0.0,0,false,false,false,false,0,19329790000181,VOLTA REDONDA,31127100,27288002,Voldac,Avenida Nossa Senhora Do Amparo,66,-22.466646,-44.096436,11:15:00 - 14:30:00,11:15:00 - 14:30:00,11:15:00 - 14:30:00,11:15:00 - 14:15:00,11:15:00 - 14:15:00,,
Pizzaria Da Si,RESTAURANT,Pizza,5,0.0,0,true,false,false,true,20,28792105000140,VOLTA REDONDA,33370769,27214740,Santo Agostinho,Rua União,132,-22.491613,-44.07673,09:00:00 - 23:00:00,09:00:00 - 23:00:00,09:00:00 - 23:00:00,09:00:00 - 23:00:00,09:00:00 - 23:00:00,09:00:00 - 23:59:00,09:00:00 - 21:00:00
Resenha Bar E Lanchonete,RESTAURANT,Lanches,0.62,0.0,0,false,false,false,false,0,30727563000147,VOLTA REDONDA,33436389,27275040,Retiro,Avenida Antônio De Almeida,961,-22.500773,-44.130437,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00
La Bella Massas,RESTAURANT,Pizza,1.37,0.0,0,false,false,false,false,10,13497626000105,Volta Redonda,999958063,27281421,Retiro,Avenida Sávio Cota De Almeida Gama,2395,-22.500937,-44.111389,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00,18:00:00 - 22:45:00
Vr Comida Brasileira,RESTAURANT,Comida Brasileira,0.21,0.0,0,false,false,false,false,13,20091176000103,VOLTA REDONDA,30254441,27277210,Retiro,Avenida Santa Rita,238,-22.497461,-44.125126,10:30:00 - 14:00:00,10:30:00 - 14:00:00,10:30:00 - 14:00:00,10:30:00 - 14:00:00,10:30:00 - 14:00:00,10:30:00 - 14:00:00,
Mr Foods,RESTAURANT,Comida Brasileira,3.8,0.0,0,false,false,false,false,0,31010855000127,VOLTA REDONDA,30266026,27213050,Aterrado,Rua Coroados,83,-22.504011,-44.087981,10:00:00 - 22:00:00,10:00:00 - 22:00:00,10:00:00 - 22:00:00,10:00:00 - 22:00:00,10:00:00 - 22:00:00,10:00:00 - 22:00:00,10:00:00 - 22:00:00
Pizzaria Di Parma,RESTAURANT,Pizza,3.4,0.0,0,false,false,false,false,15,31332186000100,VOLTA REDONDA,999844142,27267550,Ponte Alta,Rua Aurora Bezerra,367,-22.528991,-44.132837,,18:30:00 - 23:00:00,18:30:00 - 23:00:00,,,,
La Casa Burguers,RESTAURANT,Lanches,6.74,0.0,0,false,false,false,false,0,30643235000162,VOLTA REDONDA,999943704,27286220,Sao Luis,Rua Célio Moreira,54,-22.475468,-44.064273,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00
Dogueria Black Delivery,RESTAURANT,Lanches,2.45,0.0,0,false,false,false,false,0,31266814000104,VOLTA REDONDA,999474090,27273280,Siderlândia,Avenida Presidente Kennedy,5820,-22.519205,-44.134862,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,
Casa Do Hambúrguer,RESTAURANT,Lanches,4.26,0.0,0,false,false,false,false,0,30646910000107,VOLTA REDONDA,33371091,27253180,Monte Castelo,Rua Trezentos E Trinta,147,-22.522486,-44.091541,,19:00:00 - 23:59:00,19:00:00 - 23:59:00,00:00:00 - 01:00:00,19:15:00 - 23:59:00,00:00:00 - 01:00:00,
Pizza & Burguer Saborosa Delivery,RESTAURANT,Comida Italiana,1.86,0.0,0,false,false,false,false,5,18286783000187,VOLTA REDONDA,31127828,27280010,Coqueiros,R Geraldo Onorio Barbosa,315,-22.491026,-44.108788,,,,,,,
Na Chapa Lanches,RESTAURANT,Lanches,1.47,0.0,0,false,false,false,false,0,30968260000116,VOLTA REDONDA,33386133,27279072,Belo Horizonte,Avenida Waldir Sobreira Pires,830,-22.492351,-44.112416,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00
San Lanches,RESTAURANT,Lanches,0.73,0.0,0,false,false,false,false,0,24155850000127,VOLTA REDONDA,30712353,27275263,Retiro,Avenida Retiro,3101,-22.502006,-44.118141,18:30:00 - 23:59:00,18:30:00 - 23:59:00,18:30:00 - 23:59:00,00:00:00 - 01:00:00,18:30:00 - 23:59:00,18:00:00 - 21:00:00,
Ld Lanches,RESTAURANT,Lanches,6.72,0.0,0,false,false,false,false,5,31599999000160,VOLTA REDONDA,999334741,27286120,Sao Luis,R Guimaraes Rosa,441,-22.477191,-44.063801,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00
Du Banha Delivery,RESTAURANT,Açaí,4.07,0.0,0,false,false,false,false,7,29964980000124,VOLTA REDONDA,999194583,27253158,Monte Castelo,Rua Cinco,140,-22.515942,-44.089341,11:00:00 - 19:00:00,11:00:00 - 19:00:00,11:00:00 - 19:00:00,11:00:00 - 19:00:00,11:00:00 - 19:00:00,11:00:00 - 19:00:00,11:00:00 - 23:00:00
The Bulldog,RESTAURANT,Lanches,2.55,0.0,0,false,false,false,false,0,31592324000190,VOLTA REDONDA,999397537,27281107,Vila Mury,Rua Edson,56,-22.497826,-44.099808,19:00:00 - 23:59:00,,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:45:00 - 23:59:00,19:45:00 - 23:59:00
Regadão Lanches,RESTAURANT,Lanches,1.51,0.0,0,false,false,false,false,10,31871009000100,VOLTA REDONDA,999334741,27286410,Pinto Da Serra,Rua Pedreira,109,-22.491121,-44.11275,18:00:00 - 23:59:00,18:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00,19:00:00 - 23:59:00
Am Alimentos Sa,RESTAURANT,Pizza,5.76,0.0,0,false,false,false,false,0,31617342000189,BARRA MANSA,998360963,27333050,Paraiso,R Izalino Gomes Da Silva,90,-22.551206,-44.127896,18:00:00 - 23:59:00,00:00:00 - 01:45:00,18:00:00 - 23:59:00,00:00:00 - 01:45:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,00:00:00 - 01:45:00
Disk Rango Delivery,RESTAURANT,Marmita,1.4,0.0,0,false,false,false,false,0,31948481000195,VOLTA REDONDA,999743861,27211000,Parque Das Ilhas,R A,297,-22.494461,-44.137177,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,
Cantinho Do Pastel - Nove De Abril,RESTAURANT,Pastel,5.04,0.0,0,false,false,false,false,0,12824160000134,BARRA MANSA,981126434,27335270,9 De Abril,Rua Lacyr Schettino,65,-22.543574,-44.113434,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00
Barão Boteco,RESTAURANT,Comida Brasileira,3.97,0.0,0,false,false,false,false,25,27057894000102,VOLTA REDONDA,30712578,27253050,Monte Castelo,Rua Doutor Paulo Monteiro Mendes,143,-22.519482,-44.092702,,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:30:00,17:45:00 - 23:00:00,
Rei Da Costela,RESTAURANT,Carnes,3.31,0.0,0,false,false,false,false,30,02354568000136,VOLTA REDONDA,33481974,27267360,Ponte Alta,R Dom Pedro Ii,60,-22.527893,-44.133791,,,,,,,
Lico Lico Pizzaria E Diversão,RESTAURANT,Pizza,3.39,0.0,0,false,false,false,false,0,25464799000106,VOLTA REDONDA,999138707,27253280,Sao Joao,R Gustavo Lira,273,-22.513473,-44.095396,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,18:00:00 - 22:30:00,
Oliver´s Burger,RESTAURANT,Comida Brasileira,4.98,0.0,0,false,false,false,false,12,30989612000110,VOLTA REDONDA,998169420,27288110,Santa Cruz,Avenida Dos Ex Combatentes,417,-22.465129,-44.093045,00:00:00 - 02:00:00,15:00:00 - 23:59:00,15:00:00 - 23:59:00,15:00:00 - 23:59:00,15:00:00 - 23:59:00,15:00:00 - 23:59:00,00:00:00 - 02:00:00
Planet Sushi Japa Food,RESTAURANT,Comida Japonesa,2.68,0.0,0,false,false,false,false,40,36212543000110,VOLTA REDONDA,33373451,27260315,Vila Santa Cecília,Rua Brás Magaldi Fernandes,300,-22.516592,-44.106484,,,,,,,
Zeca Lanches,RESTAURANT,Lanches,3.75,0.0,0,false,false,false,false,0,17410896000180,VOLTA REDONDA,33420024,27253360,Centro,R Sao Joao,247,-22.514725,-44.092166,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:30:00,
Novo Nascimento,RESTAURANT,Comida Brasileira,3.05,0.0,0,false,false,false,false,12,29350886000185,VOLTA REDONDA,999090972,27255435,Vila Santa Cecilia,R Quarenta E Um D,433,-22.517714,-44.102576,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00,10:30:00 - 15:00:00,
Mash Burger,RESTAURANT,Lanches,3.6,0.0,0,false,false,false,false,30,31009314000189,VOLTA REDONDA,33488686,27213310,Aterrado,Avenida Sete De Setembro,46,-22.507719,-44.090776,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Açaízal Açaíteria E Gelateria,RESTAURANT,Açaí,4.42,0.0,0,true,false,false,true,20,30441428000130,Volta Redonda,992200907,27253670,São Geraldo,Rua Tuiuti,17,-22.515804,-44.085454,14:00:00 - 21:45:00,14:00:00 - 21:45:00,14:00:00 - 21:30:00,13:00:00 - 22:00:00,11:00:00 - 22:00:00,14:00:00 - 21:30:00,14:00:00 - 21:30:00
Restaurante 28,RESTAURANT,Pizza,2.95,0.0,0,false,false,false,false,15,03364101000130,VOLTA REDONDA,33492000,27265515,Conforto,Rua Duzentos E Seis,14,-22.52575,-44.127821,,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:15:00,18:00:00 - 23:15:00,18:00:00 - 23:00:00
Papa Tudo Lanchonete Hamburgueria,RESTAURANT,Lanches,0.44,0.0,0,false,false,false,false,0,31023348000128,VOLTA REDONDA,999439240,27274530,Retiro,Avenida Retiro,3704,-22.502962,-44.123094,00:00:00 - 02:00:00,00:00:00 - 02:00:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,18:00:00 - 23:59:00,00:00:00 - 02:00:00,18:00:00 - 23:59:00
Restaurante E Lanchonete Feito A Mão,RESTAURANT,Pizza,1.26,0.0,0,false,false,false,false,0,26698948000156,Volta Redonda,998337769,27275290,Retiro,Rua Macedo Soares,181,-22.502523,-44.112814,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,
Sabor Caseiro,RESTAURANT,Marmita,2.69,0.0,0,false,false,false,false,9,24523449000100,VOLTA REDONDA,999712161,27262022,São Lucas,Rua Duzentos E Sete,46,-22.522154,-44.115737,11:30:00 - 14:15:00,11:30:00 - 14:15:00,11:30:00 - 14:15:00,11:30:00 - 14:15:00,11:30:00 - 14:15:00,11:30:00 - 14:15:00,
Marmitas Do Chef,RESTAURANT,Marmita,3.74,0.0,0,false,false,false,false,0,29508266000121,VOLTA REDONDA,33422910,27253270,São João,Rua Doutor Roberto Da Silveira,45,-22.51511,-44.092479,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,18:00:00 - 23:00:00,10:00:00 - 15:00:00,10:00:00 - 15:00:00,11:00:00 - 15:00:00
Espaco Mz,RESTAURANT,Pizza,5.47,0.0,0,false,false,false,false,20,26256866000151,Volta Redonda,33392939,27211670,Volta Grande 3,1043,20,-22.484069,-44.074041,18:45:00 - 23:45:00,18:45:00 - 23:45:00,18:30:00 - 23:45:00,18:45:00 - 23:45:00,18:45:00 - 23:45:00,18:45:00 - 23:45:00,18:45:00 - 23:45:00
Sabor Amazônia,RESTAURANT,Açaí,2.06,0.0,0,false,false,false,false,14,27836940000171,Volta Redonda,992264769,27281430,Bom Jesus,Rua Priscilla Fulgoni,100,-22.496194,-44.104885,20:00:00 - 22:00:00,13:45:00 - 22:00:00,14:30:00 - 16:15:00,14:30:00 - 22:00:00,13:45:00 - 21:15:00,19:45:00 - 21:00:00,13:30:00 - 21:30:00
Tempero Da Tiana,RESTAURANT,Comida Brasileira,2.15,0.0,0,false,false,false,false,11,17136601000129,VOLTA REDONDA,999144699,27281490,Vila Mury,Rua Miguel Gustavo,32,-22.501066,-44.103755,18:00:00 - 22:00:00,11:00:00 - 14:00:00,18:00:00 - 22:00:00,18:00:00 - 22:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00,11:00:00 - 14:00:00
Mr Lanches,RESTAURANT,Lanches,2.72,0.0,0,false,false,false,false,5,30027525000181,Volta Redonda,998783661,27273050,Siderlândia,Paraiba Do Sul,241,-22.521087,-44.136727,17:00:00 - 23:59:00,,18:00:00 - 23:15:00,,18:00:00 - 23:15:00,18:00:00 - 23:15:00,18:00:00 - 23:15:00
Pizzaria E Petiscaria Zap Zap,RESTAURANT,Comida Brasileira,2.35,0.0,0,false,false,false,false,18,32910229000150,VOLTA REDONDA,998784431,27273250,Siderlândia,Rua Parati,67,-22.517928,-44.135523,19:30:00 - 23:30:00,,19:15:00 - 23:30:00,19:30:00 - 23:30:00,19:30:00 - 23:30:00,19:45:00 - 23:30:00,19:30:00 - 23:30:00
Baruch Hamburgueria E Cia,RESTAURANT,Lanches,6.9,0.0,0,false,false,false,false,12,36052936000103,VOLTA REDONDA,999864058,27240571,Parque Do Contorno,Rua A,118,-22.485283,-44.059222,,19:30:00 - 23:00:00,19:30:00 - 23:00:00,19:30:00 - 23:00:00,19:30:00 - 23:00:00,19:30:00 - 23:00:00,19:30:00 - 23:00:00
Love Lanches,RESTAURANT,Lanches,3.32,0.0,0,false,false,false,false,10,18557921000115,VOLTA REDONDA,981468390,27285250,Voldac,Rua Sebastiana Tambasco,183,-22.492452,-44.093122,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00,18:30:00 - 23:00:00
Acai E Sorvetes Dede,RESTAURANT,Açaí,5.75,0.0,0,true,false,false,true,20,32313766000112,VOLTA REDONDA,40032665,27250120,ÁGua Limpa,Rua Rio Ica,41,-22.505227,-44.069094,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00,14:00:00 - 22:00:00
Mamy's Delivery,RESTAURANT,Comida Brasileira,3.85,0.0,0,false,false,false,false,0,29887127000156,VOLTA REDONDA,981008346,27213145,Aterrado,Rua Desembargador Ellis Hermydio Figueira,616,-22.503294,-44.087462,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,,
Pizza Frita Do Abraão,RESTAURANT,Comida Brasileira,2.82,0.0,0,true,false,false,true,20,32905430000149,VOLTA REDONDA,40030053,27260315,Vila Santa Cecilia,Praça Brasil,0,-22.516979,-44.104869,,20:00:00 - 23:00:00,,20:00:00 - 23:00:00,19:45:00 - 23:00:00,,19:45:00 - 23:00:00
Centeio Restautante,RESTAURANT,Comida Brasileira,3.53,0.0,0,false,false,false,false,20,12825243000148,VOLTA REDONDA,30753967,27213190,Aterrado,R Desembargador Cezar Salamonde,130,-22.505433,-44.090893,,,,,,,16:15:00 - 17:15:00
Siri Cascudo Hamburgueria,RESTAURANT,Lanches,6.46,0.0,0,false,false,false,false,0,33292062000173,VOLTA REDONDA,999846766,27250247,Agua Limpa,Tv Visconde Do Rio Branco,75,-22.504445,-44.062088,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,18:30:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00,19:00:00 - 23:30:00
Bar Do Toninho Costela Na Brasa,RESTAURANT,Carnes,2.74,0.0,0,false,false,false,false,10,34560890000108,VOLTA REDONDA,33495023,27262610,São Lucas,Rua Napoleão Laureano,37,-22.522672,-44.115916,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,11:00:00 - 22:00:00,
Paleia Padaria,RESTAURANT,Padaria,3.38,0.0,0,true,false,false,true,20,22132190000133,VOLTA REDONDA,40030053,27213270,Aterrado,Av Paulo De Frontin,520,-22.507524,-44.092949,11:00:00 - 21:30:00,11:00:00 - 21:30:00,11:00:00 - 21:30:00,11:00:00 - 21:30:00,11:00:00 - 21:30:00,11:00:00 - 21:30:00,
Pizzaria Sabor A Mais,RESTAURANT,Pizza,4.17,0.0,0,true,false,false,true,20,02267518000111,VOLTA REDONDA,40030053,27253550,São Geraldo,Rua General Andrade Neves,179,-22.513954,-44.087238,,,,,,,22:00:00 - 23:00:00
Din Din Burgers E Pizza,RESTAURANT,Lanches,6.89,0.0,0,false,false,false,false,0,12707571000140,VOLTA REDONDA,999817174,27286295,São Luís,Rua Sebastião Lucas Dos Santos,128,-22.472564,-44.064083,,,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00,19:00:00 - 23:00:00
Malvi's Lanches,RESTAURANT,Lanches,2.74,0.0,0,false,false,false,false,10,29712567000172,VOLTA REDONDA,40030053,27264420,Sao Lucas,R Carlos Chagas,299,-22.522491,-44.115419,18:30:00 - 23:45:00,18:30:00 - 23:45:00,19:00:00 - 23:30:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00,18:30:00 - 23:45:00
Emporio Brasil Refeiçoes,RESTAURANT,Comida Brasileira,4.29,0.0,0,true,false,false,true,20,15269034000234,VOLTA REDONDA,40030053,27253550,Colina,R. Gen. Andrade Neves,364,-22.515583,-44.086824,11:00:00 - 15:00:00,11:00:00 - 15:00:00,18:00:00 - 22:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00,11:00:00 - 15:00:00
Tinny Cake,RESTAURANT,Doces & Bolos,4.65,0.0,0,true,false,false,true,20,26446490000148,VOLTA REDONDA,40030053,27251410,Jardim Amalia,R Senador Pinheiro Machado,129,-22.51055,-44.08107,14:00:00 - 18:00:00,14:00:00 - 18:00:00,11:00:00 - 18:00:00,,12:00:00 - 18:00:00,,
Vila Gourmet,RESTAURANT,Comida Brasileira,3.18,0.0,0,true,false,false,true,20,20774617000171,VOLTA REDONDA,40030053,27261240,Vila Santa Cecilia,Rua 41,456,-22.519159,-44.102363,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,11:00:00 - 14:30:00,
Fritz Cervejaria Artesanal,RESTAURANT,Comida Alemã,3.07,0.0,0,true,false,false,true,20,25036786000128,VOLTA REDONDA,40030053,27260280,Vl Santa Cecilia,R 21,89,-22.521584,-44.106985,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,17:00:00 - 23:00:00,
Bemfit,RESTAURANT,Comida Saudável,3.24,0.0,0,false,false,false,false,15,33419818000100,VOLTA REDONDA,998140044,27285040,Voldac,Rua Lorde Bryon,66,-22.486972,-44.096005,10:30:00 - 15:45:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,10:30:00 - 14:30:00,,
